DexNumber,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,EvoLevel,Evos
1001,Wo-Chien,Dark,Grass,0.5,0.5,85,85,100,95,135,70,0: Tablets of Ruin,1.5,74.2,Brown,,
1002,Chien-Pao,Dark,Ice,0.5,0.5,80,120,80,90,65,135,0: Sword of Ruin,1.9,152.2,White,,
1003,Ting-Lu,Dark,Ground,0.5,0.5,155,110,125,55,80,45,0: Vessel of Ruin,2.7,699.7,Brown,,
1004,Chi-Yu,Dark,Fire,0.5,0.5,55,80,80,135,120,100,0: Beads of Ruin,0.4,4.9,Red,,
1005,Roaring Moon,Dragon,Dark,0.5,0.5,105,139,71,55,101,119,0: Protosynthesis,2,380,Blue,,
1006,Iron Valiant,Fairy,Fighting,0.5,0.5,74,130,90,120,60,116,0: Quark Drive,1.4,35,White,,
1007,Koraidon,Fighting,Dragon,0.5,0.5,100,135,115,85,100,135,0: Orichalcum Pulse,2.5,303,Red,,
1008,Miraidon,Electric,Dragon,0.5,0.5,100,85,100,135,115,135,0: Hadron Engine,3.5,240,Purple,,
1009,Walking Wake,Water,Dragon,0.5,0.5,99,83,91,125,83,109,0: Protosynthesis,3.5,280,Blue,,
1010,Iron Leaves,Grass,Psychic,0.5,0.5,90,130,88,70,108,104,0: Quark Drive,1.5,125,Green,,
1011,Dipplin,Grass,Dragon,0.5,0.5,80,80,110,95,80,40,0: Supersweet Syrup 1: Gluttony H: Sticky Hold,0.4,4.4,Green,,Hydrapple
1012,Poltchageist,Grass,Ghost,0.5,0.5,40,45,45,74,54,50,0: Hospitality H: Heatproof,0.1,1.1,Green,,Sinistcha
1012,Poltchageist-Artisan,Grass,Ghost,0.5,0.5,40,45,45,74,54,50,0: Hospitality H: Heatproof,0.1,1.1,Green,,Sinistcha-Masterpiece
1013,Sinistcha,Grass,Ghost,0.5,0.5,71,60,106,121,80,70,0: Hospitality H: Heatproof,0.2,2.2,Green,,
1013,Sinistcha-Masterpiece,Grass,Ghost,0.5,0.5,71,60,106,121,80,70,0: Hospitality H: Heatproof,0.2,2.2,Green,,
1014,Okidogi,Poison,Fighting,0.5,0.5,88,128,115,58,86,80,0: Toxic Chain H: Guard Dog,1.8,92,Black,,
1015,Munkidori,Poison,Psychic,0.5,0.5,88,75,66,130,90,106,0: Toxic Chain H: Frisk,1,12.2,Black,,
1016,Fezandipiti,Poison,Fairy,0.5,0.5,88,91,82,70,125,99,0: Toxic Chain H: Technician,1.4,30.1,Black,,
1017,Ogerpon,Grass,null,0.5,0.5,80,120,84,60,96,110,0: Defiant,1.2,39.8,Green,,
1017,Ogerpon-Wellspring,Grass,Water,0.5,0.5,80,120,84,60,96,110,0: Water Absorb,1.2,39.8,Blue,,
1017,Ogerpon-Hearthflame,Grass,Fire,0.5,0.5,80,120,84,60,96,110,0: Mold Breaker,1.2,39.8,Red,,
1017,Ogerpon-Cornerstone,Grass,Rock,0.5,0.5,80,120,84,60,96,110,0: Sturdy,1.2,39.8,Gray,,
1017,Ogerpon-Teal-Tera,Grass,null,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Teal),1.2,39.8,Green,,
1017,Ogerpon-Wellspring-Tera,Grass,Water,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Wellspring),1.2,39.8,Blue,,
1017,Ogerpon-Hearthflame-Tera,Grass,Fire,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Hearthflame),1.2,39.8,Red,,
1017,Ogerpon-Cornerstone-Tera,Grass,Rock,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Cornerstone),1.2,39.8,Gray,,
1018,Archaludon,Steel,Dragon,0.5,0.5,90,105,130,125,65,85,0: Stamina 1: Sturdy H: Stalwart,2,60,White,,
1019,Hydrapple,Grass,Dragon,0.5,0.5,106,80,110,120,80,44,0: Supersweet Syrup 1: Regenerator H: Sticky Hold,1.8,93,Green,,
1020,Gouging Fire,Fire,Dragon,0.5,0.5,105,115,121,65,93,91,0: Protosynthesis,3.5,590,Brown,,
1021,Raging Bolt,Electric,Dragon,0.5,0.5,125,73,91,137,89,75,0: Protosynthesis,5.2,480,Yellow,,
1022,Iron Boulder,Rock,Psychic,0.5,0.5,90,120,80,68,108,124,0: Quark Drive,1.5,162.5,Gray,,
1023,Iron Crown,Steel,Psychic,0.5,0.5,90,72,100,122,108,98,0: Quark Drive,1.6,156,Blue,,
1024,Terapagos,Normal,null,0.5,0.5,90,65,85,65,85,60,0: Tera Shift,0.2,6.5,Blue,,
1024,Terapagos-Terastal,Normal,null,0.5,0.5,95,95,110,105,110,85,0: Tera Shell,0.3,16,Blue,,
1024,Terapagos-Stellar,Normal,null,0.5,0.5,160,105,110,130,110,85,0: Teraform Zero,1.7,77,Blue,,
1025,Pecharunt,Poison,Ghost,0.5,0.5,88,88,160,88,88,88,0: Poison Puppeteer,0.3,0.3,Purple,,
